2024-08-28 18:27:23,862 [main] INFO  o.a.i.d.s.d.c.s.CompactionScheduleTaskManager:76 - Compaction schedule task manager started. 
2024-08-28 18:37:29,311 [pool-28-IoTDB-Compaction-Worker-9] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-2 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712713548582-121-3-0.tsfile, status: COMPACTING],time cost is 381.40 s, compaction speed is 2.56 MB/s, Task start time: 8/28/24 6:31 PM, total process chunk num: 47400, directly flush chunk num: 24000, merge chunk num: 23400, deserialize chunk num: 0, directly flush page num: 0, total process point num: 3147630000, rewrite point num: 0 
2024-08-28 18:38:07,920 [pool-28-IoTDB-Compaction-Worker-10] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-2 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 2700 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:38:07,922 [pool-28-IoTDB-Compaction-Worker-10] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-2 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712712314311-1-3-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712713548582-121-3-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:40:37,817 [pool-28-IoTDB-Compaction-Worker-8] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712712244928-1-3-0.tsfile 
2024-08-28 18:40:37,852 [pool-28-IoTDB-Compaction-Worker-8] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-1-0.tsfile 
2024-08-28 18:40:37,852 [pool-28-IoTDB-Compaction-Worker-8] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712712244928-1-4-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-2-0.tsfile, status: COMPACTING],time cost is 569.94 s, compaction speed is 3.95 MB/s, Task start time: 8/28/24 6:31 PM, total process chunk num: 84000, directly flush chunk num: 48000, merge chunk num: 36000, deserialize chunk num: 0, directly flush page num: 0, total process point num: 7291488000, rewrite point num: 0 
2024-08-28 18:41:07,922 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 500 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:41:07,924 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-4 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-2-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713502372-151-1-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:41:13,362 [pool-28-IoTDB-Compaction-Worker-7] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712712200355-1-3-0.tsfile 
2024-08-28 18:41:13,429 [pool-28-IoTDB-Compaction-Worker-7] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-2-0.tsfile 
2024-08-28 18:41:13,429 [pool-28-IoTDB-Compaction-Worker-7] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712712200355-1-4-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-3-0.tsfile, status: COMPACTING],time cost is 605.52 s, compaction speed is 4.06 MB/s, Task start time: 8/28/24 6:31 PM, total process chunk num: 96000, directly flush chunk num: 60000, merge chunk num: 36000, deserialize chunk num: 0, directly flush page num: 0, total process point num: 7933716000, rewrite point num: 0 
2024-08-28 18:42:07,921 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 538 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:42:07,926 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-3 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-3-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714184646-181-1-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:42:25,789 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-2-0.tsfile 
2024-08-28 18:42:25,843 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713502372-151-1-0.tsfile 
2024-08-28 18:42:25,843 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-3-0.tsfile, status: COMPACTING],time cost is 77.92 s, compaction speed is 6.43 MB/s, Task start time: 8/28/24 6:41 PM, total process chunk num: 27000, directly flush chunk num: 14400, merge chunk num: 11400, deserialize chunk num: 1200, directly flush page num: 0, total process point num: 1616490600, rewrite point num: 822000 
2024-08-28 18:43:07,924 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 2640 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:43:07,925 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-4 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712712244928-1-4-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-3-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:43:36,087 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-3-0.tsfile 
2024-08-28 18:43:36,112 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714184646-181-1-0.tsfile 
2024-08-28 18:43:36,112 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-4-0.tsfile, status: COMPACTING],time cost is 88.19 s, compaction speed is 6.11 MB/s, Task start time: 8/28/24 6:42 PM, total process chunk num: 24600, directly flush chunk num: 10800, merge chunk num: 13800, deserialize chunk num: 0, directly flush page num: 0, total process point num: 1800145800, rewrite point num: 0 
2024-08-28 18:44:07,923 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 2627 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:44:07,925 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-3 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712712200355-1-4-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-4-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:44:48,997 [pool-28-IoTDB-Compaction-Worker-10] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712712314311-1-3-0.tsfile 
2024-08-28 18:44:49,153 [pool-28-IoTDB-Compaction-Worker-10] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712713548582-121-3-0.tsfile 
2024-08-28 18:44:49,153 [pool-28-IoTDB-Compaction-Worker-10] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-2 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712712314311-1-4-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712713548582-121-4-0.tsfile, status: COMPACTING],time cost is 401.23 s, compaction speed is 6.73 MB/s, Task start time: 8/28/24 6:38 PM, total process chunk num: 96000, directly flush chunk num: 60000, merge chunk num: 36000, deserialize chunk num: 0, directly flush page num: 0, total process point num: 8544012000, rewrite point num: 0 
2024-08-28 18:48:56,933 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712712244928-1-4-0.tsfile 
2024-08-28 18:48:57,010 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-3-0.tsfile 
2024-08-28 18:48:57,010 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712712244928-1-5-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-4-0.tsfile, status: COMPACTING],time cost is 349.09 s, compaction speed is 7.56 MB/s, Task start time: 8/28/24 6:43 PM, total process chunk num: 94800, directly flush chunk num: 60600, merge chunk num: 33000, deserialize chunk num: 1200, directly flush page num: 0, total process point num: 8544012000, rewrite point num: 822000 
2024-08-28 18:49:23,404 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712712200355-1-4-0.tsfile 
2024-08-28 18:49:23,475 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-4-0.tsfile 
2024-08-28 18:49:23,475 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712712200355-1-5-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-5-0.tsfile, status: COMPACTING],time cost is 315.55 s, compaction speed is 8.33 MB/s, Task start time: 8/28/24 6:44 PM, total process chunk num: 94200, directly flush chunk num: 72000, merge chunk num: 22200, deserialize chunk num: 0, directly flush page num: 0, total process point num: 8544012000, rewrite point num: 0 
